book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
2570,385528787,9780385528790.0,Margaret Atwood,2013.0,MaddAddam,"MaddAddam (MaddAddam, #3)",eng,3.98,33861
2571,60264802,9780060264800.0,"Laura Ingalls Wilder, Garth Williams",1943.0,These Happy Golden Years,"These Happy Golden Years (Little House, #8)",eng,4.17,51432
2572,812971426,9780812971420.0,Victoria Finlay,2003.0,Color: A Natural History of the Palette,Color: A Natural History of the Palette,en-US,3.74,42256
2573,99481685,9780099481680.0,John Grisham,2001.0,Skipping Christmas,Skipping Christmas,eng,3.47,39486
2575,312577206,9780312577210.0,Kristin Hannah,2012.0,Home Front,Home Front,eng,4.12,36972
2576,1476731535,9781476731540.0,Christina Lauren,2013.0,Beautiful Stranger,"Beautiful Stranger (Beautiful Bastard, #2)",eng,4.24,55764
2577,385730306,9780385730300.0,Libba Bray,2007.0,The Sweet Far Thing,"The Sweet Far Thing (Gemma Doyle, #3)",eng,3.97,54602
2578,375702709,9780375702710.0,Ernest J. Gaines,1993.0,A Lesson Before Dying,A Lesson Before Dying,en-US,3.93,40651
2579,349119759,9780349119760.0,David Sedaris,1998.0,SantaLand Diaries,SantaLand Diaries,en-US,4.33,38297
2580,1455520616,9781455520620.0,Nicholas Sparks,2015.0,See Me,See Me,eng,3.93,31774
2581,385342047,9780385342050.0,Sophie Kinsella,2010.0,Mini Shopaholic,"Mini Shopaholic (Shopaholic, #6)",eng,3.7,40137
2584,015626224X,9780156262250.0,George Orwell,1933.0,Down and Out in Paris and London,Down and Out in Paris and London,en-US,4.1,34739
2585,1427814031,9781427814040.0,Hiro Fujiwara,2006.0,会長はメイド様! 1,"Maid-sama! Vol. 01 (Maid-sama!, #1)",eng,4.4,36028
2586,1551924013,9781551924010.0,Nick Bantock,1991.0,Griffin & Sabine: An Extraordinary Correspondence,Griffin and Sabine (Griffin & Sabine #1),eng,4.01,36496
2587,080509461X,9780805094620.0,Leigh Bardugo,2014.0,Ruin and Rising,"Ruin and Rising (Shadow and Bone, #3)",eng,4.17,56836
2589,743294254,9780743294260.0,Jennifer Weiner,2000.0,Certain Girls,Certain Girls (Cannie Shapiro #2),eng,3.7,39334
2591,440244161,9780440244160.0,Karen Marie Moning,1999.0,Beyond the Highland Mist,"Beyond the Highland Mist (Highlander, #1)",eng,3.99,51854
2592,451203267,9780451203270.0,Ann Rule,1980.0,The Stranger Beside Me,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,en-GB,4.13,35824
2593,61284408,9780061284400.0,Claudia Gray,2009.0,Stargazer,"Stargazer (Evernight, #2)",eng,3.8,49050
2594,606298231,9780606298230.0,Michael Crichton,1992.0,Rising Sun,Rising Sun,eng,3.61,38179
2595,440060672,9780440060670.0,Sidney Sheldon,1973.0,The Other Side of Midnight,The Other Side of Midnight (Midnight #1),eng,3.89,34570
2596,316069485,9780316069490.0,Michael Connelly,2010.0,The Reversal,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",eng,4.13,34973
2597,380731509,9780380731500.0,"Louis Sachar, Joel Schick",1989.0,Wayside School is Falling Down,Wayside School Is Falling Down (Wayside School #2),eng,4.17,45631
2598,307713547,9780307713540.0,"Julie Orringer, Arthur Morey",2010.0,The Invisible Bridge,The Invisible Bridge,eng,4.19,35122
2599,61974618,9780061974620.0,Pittacus Lore,2013.0,The Fall of Five,"The Fall of Five (Lorien Legacies, #4)",eng,4.24,41533
2600,141439785,9780141439780.0,"Thomas Hardy, Keith Wilson",1886.0,The Mayor of Casterbridge,The Mayor of Casterbridge,eng,3.8,40063
2602,99478536,9780099478540.0,Jo Nesbø,2003.0,Marekors ,"The Devil's Star (Harry Hole, #5)",eng,4.03,32907
2603,425169693,9780425169700.0,Alice Hoffman,1997.0,Here on Earth ,Here on Earth,eng,3.68,38954
2606,345503821,9780345503820.0,Peter V. Brett,2013.0,The Daylight War,"The Daylight War (Demon Cycle, #3)",eng,4.23,34419
2607,385515049,9780385515050.0,John Grisham,2008.0,The Appeal,The Appeal,en-US,3.58,39100
2608,689878583,9780689878590.0,Tamora Pierce,1986.0,The Woman Who Rides Like a Man,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",en-US,4.2,53413
2609,034552425X,9780345524260.0,Ben Aaronovitch,2011.0,Rivers of London,"Midnight Riot (Peter Grant, #1)",eng,3.92,21519
2610,60090375,9780060090370.0,Marian Keyes,1996.0,Lucy Sullivan is Getting Married,Lucy Sullivan Is Getting Married,en-US,3.74,38473
2611,055255264X,9780552552650.0,Terry Pratchett,2004.0,A Hat Full of Sky,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",eng,4.29,43460
2612,60786523,9780060786530.0,Vikram Seth,1993.0,A Suitable Boy,"A Suitable Boy (A Suitable Boy, #1)",en-US,4.1,33973
2614,1841497975,9781841497980.0,Patricia Briggs,2011.0,River Marked,"River Marked (Mercy Thompson, #6)",en-GB,4.26,52220
2615,446578843,9780446578840.0,Amy Sedaris,2006.0,I Like You: Hospitality Under the Influence,I Like You: Hospitality Under the Influence,eng,3.87,34212
2616,425198685,9780425198680.0,William Gibson,2003.0,Pattern Recognition,"Pattern Recognition (Blue Ant, #1)",eng,3.86,34917
2617,62267523,9780062267530.0,Peter  Swanson,2015.0,The Kind Worth Killing,The Kind Worth Killing,eng,4.03,35225
2619,60577371,9780060577380.0,"Angie Sage, Mark Zug",2007.0,Physik,"Physik (Septimus Heap, #3)",en-US,3.99,42838
2620,141311401,9780141311400.0,"Roald Dahl, Quentin Blake",1984.0,Boy: Tales of Childhood,Boy: Tales of Childhood,eng,4.09,38240
2621,385496095,9780385496090.0,Anne Lamott,1999.0,Traveling Mercies: Some Thoughts on Faith,Traveling Mercies: Some Thoughts on Faith,en-CA,4.15,36466
2622,1416548009,9781416548000.0,Vince Flynn,2004.0,Memorial Day,"Memorial Day (Mitch Rapp, #7)",eng,4.3,31864
2623,1416903437,9781416903440.0,Tamora Pierce,1992.0,"Wild Magic (Immortals, #1)","Wild Magic (Immortals, #1)",en-US,4.32,52165
2625,1859855423,9781859855420.0,Max Lucado,1997.0,You Are Special: A Story for Everyone,"You Are Special (Wemmicksville, #1)",eng,4.45,41052
2626,399171614,9780399171610.0,Renee Ahdieh,2015.0,The Wrath & the Dawn,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",eng,4.19,58175
2627,307267148,9780307267150.0,"Nicholas D. Kristof, Sheryl WuDunn",2008.0,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,eng,4.31,37270
2628,316127256,9780316127260.0,"Daniel Handler, Maira Kalman",2011.0,Why We Broke Up,Why We Broke Up,eng,3.49,41202
2629,1408852594,9781408852590.0,Sarah J. Maas,2014.0,The Assassin's Blade,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",eng,4.48,53227
2630,1400064759,9781400064760.0,Curtis Sittenfeld,2008.0,American Wife,American Wife,eng,3.72,38537
2631,441014348,9780441014350.0,Jim Butcher,2006.0,Cursor's Fury,"Cursor's Fury (Codex Alera, #3)",eng,4.36,41344
2632,449912558,9780449912550.0,Mary Doria Russell,1996.0,The Sparrow,"The Sparrow (The Sparrow, #1)",eng,4.17,40781
2633,743422449,9780743422440.0,Jodi Picoult,1996.0,Mercy,Mercy,en-GB,3.57,37252
2634,1477823832,9781477823840.0,Charlie N. Holmberg,2014.0,The Paper Magician,"The Paper Magician (The Paper Magician Trilogy, #1)",eng,3.63,25934
2637,143039970,9780143039980.0,"Shirley Jackson, Jonathan Lethem",1962.0,We Have Always Lived in the Castle,We Have Always Lived in the Castle,eng,4.05,43602
2639,316166294,9780316166290.0,Michael Connelly,2008.0,The Brass Verdict,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",eng,4.08,36497
2640,553560719,9780553560720.0,Timothy Zahn,1992.0,Star Wars: Dark Force Rising,Dark Force Rising,en-US,4.14,37197
2641,385344341,9780385344340.0,Lee Child,2013.0,Never Go Back ,"Never Go Back (Jack Reacher, #18)",eng,4.02,27578
2642,60575808,9780060575810.0,Gail Carson Levine,2001.0,The Two Princesses of Bamarre,The Two Princesses of Bamarre,eng,4.02,55218
2643,60929782,9780060929790.0,"Richard Wright, Jerry W. Ward Jr.",1945.0,Black Boy: A Record of Youth and Childhood,Black Boy,en-US,4.02,36840
2644,446678457,9780446678450.0,Lalita Tademy,2001.0,Cane River,Cane River,en-US,4.04,38013
2646,553587579,9780553587580.0,Isaac Asimov,1986.0,Foundation and Earth,Foundation and Earth (Foundation #5),eng,4.02,39003
2648,525444475,9780525444470.0,"A.A. Milne, Ernest H. Shepard",1926.0,Winnie-the-Pooh & The House at Pooh Corner,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",eng,4.43,32504
2649,807059099,9780807059100.0,Mahatma Gandhi,1940.0,An Autobiography or The Story of My Experiments with Truth,The Story of My Experiments With Truth,eng,4.07,28177
2650,425179613,9780425179610.0,"Lance Armstrong, Sally Jenkins",1999.0,It's Not About the Bike: My Journey Back to Life,It's Not About the Bike: My Journey Back to Life,en-US,3.72,31963
2651,074347788X,9780743477890.0,Stephen E. Ambrose,1996.0,Undaunted Courage,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,eng,4.22,32875
2652,224097008,9780224097000.0,Helen Macdonald,2015.0,H is for Hawk,H is for Hawk,eng,3.74,30841
2653,034089699X,9780340896990.0,David Nicholls,2014.0,Us,Us,eng,3.66,28856
2654,1560760478,9781560760470.0,R.A. Salvatore,1990.0,Sojourn (Dark Elf #3),"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",eng,4.23,38242
2656,1421527553,9781421527550.0,"Karuho Shiina, Tomo Kimura",2006.0,君に届け 1,"Kimi ni Todoke: From Me to You, Vol. 1",eng,4.23,37369
2657,553580221,9780553580230.0,Dean Koontz,1999.0,False Memory,False Memory,en-US,3.87,36882
2658,552152943,9780552152940.0,Terry Pratchett,1990.0,Moving Pictures,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",eng,3.91,42892
2661,393064646,9780393064640.0,Mary Roach,2008.0,Bonk: The Curious Coupling of Science and Sex,Bonk: The Curious Coupling of Science and Sex,en-US,3.83,38157
2662,451222385,9780451222380.0,Rachel Caine,2007.0,Midnight Alley,"Midnight Alley (The Morganville Vampires, #3)",eng,4.11,49083
2663,553418777,9780553418770.0,"Nina George, Simon Pare",2013.0,Das Lavendelzimmer ,The Little Paris Bookshop,eng,3.51,34383
2664,224097377,9780224097380.0,Ian McEwan,2012.0,Sweet Tooth,Sweet Tooth,eng,3.4,32637
2666,6479758,9780006479760.0,Tom Clancy,1996.0,Executive Orders,"Executive Orders (Jack Ryan Universe, #9)",eng,4.04,35513
2667,310321913,9780310321910.0,Ann Voskamp,2011.0,One Thousand Gifts,One Thousand Gifts: A Dare to Live Fully Right Where You Are,eng,4.03,33960
2668,747545251,9780747545260.0,Robert Bloch,1959.0,Psycho,Psycho,eng,4.09,36153
2669,000649885X,9780006498860.0,Robin Hobb,1998.0,Ship of Magic,"Ship of Magic (Liveship Traders, #1)",eng,4.12,37381
2671,99498596,9780099498600.0,Maeve Binchy,1990.0,Circle of Friends,Circle of Friends,eng,4.0,43936
2672,1502784270,9781502784280.0,Rupi Kaur,2014.0,milk and honey,Milk and Honey,eng,4.27,73104
2673,425170349,9780425170340.0,Tom Clancy,1998.0,Rainbow Six,"Rainbow Six (Jack Ryan Universe, #10)",en-US,4.07,35278
2674,60515228,9780060515220.0,Neil Gaiman,2006.0,Fragile Things: Short Fictions and Wonders,Fragile Things: Short Fictions and Wonders,eng,4.02,38942
2675,749942010,9780749942010.0,Rosamund Lupton,2010.0,Sister,Sister,eng,3.77,35893
2676,765377063,9780765377070.0,"Liu Cixin, Ken Liu",2007.0,三体,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",eng,4.0,33409
2677,61031321,9780061031330.0,Terry Pratchett,2001.0,Thief of Time,"Thief of Time (Discworld, #26; Death, #5)",eng,4.25,42002
2678,1401201911,9781401201910.0,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003.0,Superman: Red Son,Superman: Red Son,eng,4.17,35438
2679,385721420,9780385721420.0,Julia Glass,2002.0,Three Junes,Three Junes,eng,3.56,35677
2681,525950494,9780525950490.0,Timothy J. Keller,2007.0,The Reason for God: Belief in an Age of Skepticism,The Reason for God: Belief in an Age of Skepticism,eng,4.2,31692
2682,1937007472,9781937007480.0,Mark  Lawrence,2012.0,King of Thorns,"King of Thorns (The Broken Empire, #2)",en-US,4.2,33941
2683,1250000971,9781250000970.0,Jeffrey Archer,2012.0,The Sins of the Father,"The Sins of the Father (The Clifton Chronicles, #2)",eng,4.01,27456
2684,60725117,9780060725110.0,Meg Cabot,2000.0,Shadowland,"Shadowland (The Mediator, #1)",eng,4.04,51580
2685,61566128,9780061566130.0,Sara Shepard,2009.0,Killer ,"Killer (Pretty Little Liars, #6)",eng,4.07,39702
2687,316036196,9780316036190.0,James Patterson,2010.0,Fang,"Fang (Maximum Ride, #6)",eng,4.07,48964
2688,553807226,9780553807230.0,Sarah Addison Allen,2011.0,The Peach Keeper ,The Peach Keeper,en-US,3.84,45468
2691,60590297,9780060590290.0,Christopher Moore,2007.0,You Suck ,"You Suck (A Love Story, #2)",eng,3.82,38818
2693,812515285,9780812515280.0,Vernor Vinge,1992.0,A Fire Upon The Deep,"A Fire Upon the Deep (Zones of Thought, #1)",eng,4.13,37986
2695,038532328X,9780385323280.0,Caroline B. Cooney,1990.0,The Face on the Milk Carton,"The Face on the Milk Carton (Janie Johnson, #1)",en-US,3.72,43334
2696,067984483X,9780679844840.0,Robert Lopshire,1960.0,Put Me in the Zoo,Put Me in the Zoo,eng,4.13,38809
2697,61935085,9780061935080.0,Sophie Jordan,2010.0,"Firelight (Firelight, #1)","Firelight (Firelight, #1)",en-US,3.88,51815
2698,156453800,9780156453810.0,"Italo Calvino, William Weaver",1972.0,Le città invisibili,Invisible Cities,eng,4.19,32253
2700,1741666708,9781741666700.0,Richard Flanagan,2013.0,The Narrow Road to the Deep North,The Narrow Road to the Deep North,eng,4.0,25197
2701,452281423,9780452281420.0,"A.N. Roquelaure, Anne Rice",1983.0,The Claiming of Sleeping Beauty,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",en-US,3.28,38387
2702,143116231,9780143116230.0,Jennifer Worth,2002.0, Call the midwife : a true story of the East End in the 1950s,"The Midwife: A Memoir of Birth, Joy, and Hard Times",en-US,4.17,19176
2703,222109073X,9782221090730.0,Hunter S. Thompson,1966.0,Hell's Angels,Hell's Angels: A Strange and Terrible Saga,fre,4.0,27819
2704,1451617720,9781451617730.0,Jennifer Weiner,2010.0,Then Came You,Then Came You,en-US,3.69,36469
2705,61020001,9780061020000.0,L.J. Smith,1991.0,The Awakening,"The Awakening (The Vampire Diaries, #1)",eng,3.41,44222
2706,380776839,9780380776830.0,Susan Elizabeth Phillips,1994.0,It Had to Be You,"It Had to Be You (Chicago Stars, #1)",eng,4.04,45961
2707,393343448,9780393343440.0,Michael   Lewis,2011.0,Boomerang: Travels in the New Third World,Boomerang: Travels in the New Third World,eng,3.87,15616
2708,743294270,9780743294270.0,Jennifer Weiner,2010.0,Fly Away Home,Fly Away Home,eng,3.66,37026
2709,140447644,9780140447640.0,"Stendhal, Roger Gard",1830.0,Le Rouge et le Noir,The Red and the Black,eng,3.87,33346
2710,743269268,9780743269260.0,Philippa Gregory,2004.0,The Virgin's Lover,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",en-US,3.69,40065
2711,340893605,9780340893610.0,Catherine Fisher,2007.0,Incarceron,"Incarceron (Incarceron, #1)",eng,3.64,43524
2712,312624689,9780312624680.0,C.C. Hunter,2011.0,Awake at Dawn,"Awake at Dawn (Shadow Falls, #2)",en-US,4.29,46269
2714,62011995,9780062011990.0,Josephine Angelini,2011.0,Starcrossed,"Starcrossed (Starcrossed, #1)",en-US,4.08,49448
2715,312590989,9780312590990.0,Alyson Noel,2010.0,Night Star,"Night Star (The Immortals, #5)",eng,3.82,43998
2716,553282980,9780553282990.0,N.H. Kleinbaum,1988.0,Dead Poets Society ,Dead Poets Society,eng,4.21,33645
2718,552154229,9780552154220.0,Terry Pratchett,1999.0,The Fifth Elephant,"The Fifth Elephant (Discworld, #24; City Watch, #5)",eng,4.24,40138
2719,1741661285,9781741661290.0,John Flanagan,2006.0,The Sorcerer in the North,"The Sorcerer in the North (Ranger's Apprentice, #5)",eng,4.25,39795
2720,876120834,9780876120840.0,Paramahansa Yogananda,1946.0,Autobiography of a Yogi,Autobiography of a Yogi,en-US,4.22,26713
2721,345522494,9780345522500.0,Kevin Hearne,2011.0,"Hexed (Iron Druid Chronicles, #2)","Hexed (The Iron Druid Chronicles, #2)",eng,4.22,39926
2722,590431978,9780590431970.0,"Alvin Schwartz, Stephen Gammell",1981.0,Scary Stories to Tell in the Dark,"Scary Stories to Tell in the Dark (Scary Stories, #1)",eng,4.05,38879
2723,525955097,9780525955090.0,Harlan Coben,2016.0,Fool Me Once,Fool Me Once,eng,3.9,30788
2724,679721037,9780679721030.0,John Hersey,1946.0,Hiroshima,Hiroshima,eng,3.94,41338
2725,316041440,9780316041450.0,Jennifer Brown,2009.0,Hate List,Hate List,eng,4.03,39677
2727,517223120,9780517223120.0,Karen Armstrong,1975.0,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam","A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",eng,3.85,32506
2728,316129070,9780316129080.0,James S.A. Corey,2013.0,Abaddon's Gate,"Abaddon's Gate (The Expanse, #3)",eng,4.18,27860
2729,143039962,9780143039970.0,"Pablo Neruda, W.S. Merwin, Cristina García",1924.0,Veinte poemas de amor y una canción desesperada,Twenty Love Poems and a Song of Despair,eng,4.33,31606
2730,425116840,9780425116840.0,Tom Clancy,1988.0,The Cardinal of the Kremlin,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",en-US,4.01,37672
2731,590930028,9780590930020.0,David Shannon,1998.0,"No, David!","No, David!",en-US,4.11,36963
2732,140449108,9780140449100.0,"Thomas More, Paul Turner",1516.0,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",Utopia,eng,3.5,36680
2733,316113662,9780316113660.0,"Pseudonymous Bosch, Gilbert Ford",2007.0,The Name of This Book Is Secret,"The Name of This Book Is Secret (Secret, #1)",en-US,4.04,39440
2734,62280678,9780062280670.0,Danielle  Paige,2014.0,Dorothy Must Die,"Dorothy Must Die (Dorothy Must Die, #1)",eng,3.84,44785
2735,553804790,9780553804800.0,Dean Koontz,2006.0,The Husband,The Husband,eng,3.8,36233
2736,385501129,9780385501120.0,Aimee Bender,2010.0,The Particular Sadness of Lemon Cake,The Particular Sadness of Lemon Cake,eng,3.19,42885
2737,446610224,9780446610220.0,James Patterson,2003.0,The Big Bad Wolf  ,"The Big Bad Wolf  (Alex Cross, #9)",en-US,3.97,37060
2738,385722206,9780385722210.0,"Dai Sijie, Ina Rilke",2000.0,Balzac et la Petite Tailleuse chinoise,Balzac and the Little Chinese Seamstress,en-US,3.63,39927
2739,62282719,9780062282710.0,Roxane Gay,2014.0,Bad Feminist ,Bad Feminist,eng,3.91,41012
2740,671729470,9780671729480.0,V.C. Andrews,1980.0,Petals on the Wind,"Petals on the Wind (Dollanganger, #2)",en-US,3.82,40354
2745,425204693,9780425204700.0,Patricia Cornwell,1995.0,From Potter's Field,"From Potter's Field (Kay Scarpetta, #6)",eng,4.02,41377
2746,446619035,9780446619040.0,James Patterson,2005.0,"Mary, Mary","Mary, Mary (Alex Cross, #11)",eng,3.93,36926
2749,8188575704,9788188575700.0,Ravinder Singh,2007.0,I Too Had A Love Story,I Too Had a Love Story,eng,3.64,24307
2750,64401480,9780064401490.0,"Betty MacDonald, Alexandra Boiger",1947.0,Mrs. Piggle-Wiggle,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",eng,4.16,44068
2751,312941919,9780312941920.0,Michael Connelly,1997.0,Trunk Music,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",eng,4.15,34702
2752,62265423,9780062265420.0,Dan   Harris,2014.0,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works","10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,3.93,33969
2754,446690449,9780446690450.0,Michael Connelly,1998.0,Blood Work,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",eng,4.11,34296
2755,1857989341,9781857989340.0,Isaac Asimov,1972.0,The Gods Themselves,The Gods Themselves,eng,4.08,35247
2758,345470575,9780345470580.0,"CLAMP, Anthony Gerard",2004.0,ツバサ-RESERVoir CHRoNiCLE- 1,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",eng,4.12,34661
2760,1563898586,9781563898590.0,"Alan Moore, Kevin O'Neill",2000.0,"The League of Extraordinary Gentlemen, Vol. I","The League of Extraordinary Gentlemen, Vol. 1",eng,3.93,40404
2761,763622591,9780763622600.0,M.T. Anderson,2002.0,Feed,Feed,eng,3.54,42426
2764,1423118235,9781423118240.0,Cinda Williams Chima,2009.0,The Demon King,"The Demon King (Seven Realms, #1)",en-US,4.2,46756
2766,037542380X,9780375423800.0,Charles Burns,1995.0,Black Hole,Black Hole,eng,3.83,33070
2767,1607069318,9781607069320.0,"Brian K. Vaughan, Fiona Staples",2014.0,"Saga, Volume Three","Saga, Vol. 3 (Saga, #3)",eng,4.56,47549
2768,804178747,9780804178750.0,Lee Child,2014.0,Personal,"Personal (Jack Reacher, #19)",eng,3.9,19107
2769,1250028647,9781250028650.0,Therese Anne Fowler,2013.0,Z: A Novel of Zelda Fitzgerald,Z: A Novel of Zelda Fitzgerald,eng,3.82,27563
2770,081297736X,9780812977360.0,Kurt Vonnegut Jr.,2005.0,A Man Without a Country,A Man Without a Country,eng,4.07,29859
2772,1101883073,9781101883080.0,Martha Hall Kelly,2016.0,Lilac Girls,Lilac Girls,eng,4.31,42421
2773,316017701,9780316017700.0,"James Patterson, Maxine Paetro",2008.0,7th Heaven,"7th Heaven (Women's Murder Club, #7)",eng,4.06,38503
2774,593073894,9780593073900.0,Lee Child,2015.0,Make Me,"Make Me (Jack Reacher, #20)",en-US,3.95,20999
2775,770436420,9780770436420.0,Anthony Marra,2013.0,A Constellation of Vital Phenomena,A Constellation of Vital Phenomena,eng,4.13,23374
2777,307594033,9780307594040.0,Will Schwalbe,2012.0,The End of Your Life Bookclub,The End of Your Life Book Club,eng,3.81,35412
2780,174166134X,9781741661350.0,John Flanagan,2006.0,The Siege of Macindaw,"The Siege of Macindaw (Ranger's Apprentice, #6)",eng,4.33,37607
2781,60652381,9780060652390.0,C.S. Lewis,1961.0,A Grief Observed,A Grief Observed,en-US,4.26,35913
2782,1563894459,9781563894460.0,"Warren Ellis, Darick Robertston, Garth Ennis",1998.0,"Transmetropolitan, Vol. 1: Back on the Street","Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",eng,4.23,30790
2783,1416903372,9781416903380.0,Tamora Pierce,1994.0,"Emperor Mage (Immortals, #3)","Emperor Mage (Immortals, #3)",en-US,4.3,44115
2784,307590615,9780307590620.0,George W. Bush,2010.0,Decision Points,Decision Points,eng,3.77,28943
2786,64400581,9780064400590.0,"Jean Craighead George, John Schoenherr",1972.0,Julie of the Wolves,"Julie of the Wolves (Julie of the Wolves, #1)",eng,3.79,46442
2787,033039780X,9780330397800.0,Judy Blume,1975.0,Forever . . .,Forever . . .,eng,3.63,42164
2788,1476728747,9781476728740.0,David McCullough,2015.0,The Wright Brothers,The Wright Brothers,eng,4.16,35786
2790,1400063256,9781400063250.0,Jon Meacham,2008.0,American Lion: Andrew Jackson in the White House,American Lion: Andrew Jackson in the White House,en-US,3.76,32564
2791,446573051,9780446573050.0,David Baldacci,2012.0,The Forgotten,"The Forgotten (John Puller, #2)",eng,4.07,27953
2792,765378558,9780765378550.0,Brandon Sanderson,2015.0,Shadows of Self,"Shadows of Self (Mistborn, #5)",eng,4.3,32170
2793,345807952,9780345807950.0,Helen Fielding,2013.0,Mad About the Boy,"Mad About the Boy (Bridget Jones, #3)",eng,3.32,30713
2794,6280897,9780006280900.0,C.S. Lewis,1960.0,The Four Loves,The Four Loves,en-US,4.16,29684
2796,042524413X,9780425244140.0,Alyson Richman,2011.0,The Lost Wife,The Lost Wife,eng,4.2,33427
2797,847826465,9780847826470.0,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004.0,Storia della bellezza,History of Beauty,eng,3.77,33893
2798,067972477X,9780679724770.0,Robert Graves,1934.0,"I, Claudius","I, Claudius (Claudius, #1)",eng,4.27,38484
2799,547959109,9780547959110.0,Joelle Charbonneau,2013.0,The Testing,"The Testing (The Testing, #1)",eng,4.05,38142
2800,345542886,9780345542880.0,Janet Evanovich,2013.0,Takedown Twenty,"Takedown Twenty (Stephanie Plum, #20)",en-US,3.75,36002
2801,1469984016,9781469984020.0,Kirsty Moseley,2011.0,The Boy Who Sneaks in My Bedroom Window,The Boy Who Sneaks in My Bedroom Window,en-GB,3.95,50929
2802,037581468X,9780375814690.0,Tamora Pierce,2006.0,Terrier,"Terrier (Beka Cooper, #1)",eng,4.16,48028
2803,312662750,9780312662750.0,Darynda Jones,2011.0,First Grave on the Right,"First Grave on the Right (Charley Davidson, #1)",en-US,4.07,50689
2804,1451651694,9781451651690.0,"Amanda Lindhout, Sara Corbett",2013.0,A House in the Sky,A House in the Sky,eng,4.2,29369
2805,1596437138,9781596437140.0,Vera Brosgol,2011.0,Anya's Ghost,Anya's Ghost,eng,3.88,39477
2806,067978148X,9780679781490.0,Bret Easton Ellis,1987.0,The Rules of Attraction,The Rules of Attraction,eng,3.71,29456
2807,60572973,9780060572980.0,Kim Harrison,2005.0,"The Good, the Bad, and the Undead","The Good, the Bad, and the Undead (The Hollows, #2)",en-US,4.26,49321
2808,786942460,9780786942470.0,R.A. Salvatore,1988.0,The Crystal Shard,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",eng,4.13,32300
2809,140274219,9780140274220.0,Jean Rhys,1966.0,Wide Sargasso Sea,Wide Sargasso Sea,eng,3.56,21053
2810,316296198,9780316296200.0,John Fowles,1965.0,The Magus,The Magus,en-US,4.04,32914
2811,552148032,9780552148030.0,David Eddings,1988.0,King of the Murgos,"King of the Murgos (The Malloreon, #2)",en-GB,4.1,40098
2813,1476785597,9781476785590.0,Caroline Kepnes,2014.0,You,"You (You, #1)",eng,3.83,36383
2814,316134074,9780316134070.0,Laini Taylor,2014.0,Dreams of Gods & Monsters,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",eng,4.23,47315
2815,385525001,9780385525010.0,John Grisham,2007.0,Playing For Pizza,Playing for Pizza,en-US,3.41,34577
2816,1402784031,9781402784030.0,Colleen Houck,2011.0,Tiger's Curse,"Tiger's Curse (The Tiger Saga, #1)",eng,4.07,46077
2817,441102670,9780441102680.0,Frank Herbert,1985.0,Chapterhouse: Dune,Chapterhouse: Dune (Dune Chronicles #6),eng,3.89,34822
2818,399252517,9780399252520.0,Jacqueline Woodson,2014.0,Brown Girl Dreaming,Brown Girl Dreaming,eng,4.11,33779
2819,316081051,9780316081050.0,Mira Grant,2010.0,Feed,"Feed (Newsflesh Trilogy, #1)",en-US,3.86,38956
2820,142000205,9780142000200.0,Gwyn Hyman Rubio,1998.0,Icy Sparks,Icy Sparks,eng,3.68,34128
